2001,2015,6,5,131404.1967,37728.2203,169132.417
2002,2015,6,5,136895.0189,29408.53048,166303.5494
2003,2015,6,5,171336.5377,37165.73367,208502.2714
2004,2015,6,5,175023.8763,23646.56186,198670.4382
2005,2015,6,5,132867.5639,33052.14606,165919.71
2006,2015,6,5,100260.8427,29762.23251,130023.0752
2007,2015,6,5,195737.3938,23675.04423,219412.438
2008,2015,6,5,137487.2912,33128.42827,170615.7194
2009,2015,6,5,162636.5211,37014.00904,199650.5302
2010,2015,6,5,133408.5355,35266.31873,168674.8542
2011,2015,6,5,117513.9596,36573.31911,154087.2788
2012,2015,6,5,165377.4331,38800.34549,204177.7786
2013,2015,6,5,117307.2693,41158.92308,158466.1924
2014,2015,6,5,169733.8687,25670.15669,195404.0254
2015,2015,6,5,132233.7463,40741.30475,172975.051
2016,2015,6,5,138070.3847,27419.76964,165490.1543
2017,2015,6,5,168082.7692,42265.85527,210348.6244
2018,2015,6,5,188824.5549,42327.45575,231152.0107
2019,2015,6,5,183473.7825,31322.28751,214796.07
2020,2015,6,5,142063.6862,35146.97628,177210.6625
2021,2015,6,5,131330.9885,38821.84424,170152.8327
2022,2015,6,5,148373.2184,26925.06883,175298.2873
2023,2015,6,5,198368.3443,23990.83615,222359.1805
2024,2015,6,5,199548.6324,30181.72826,229730.3606
2025,2015,6,5,168553.1409,39753.22723,208306.3682
2026,2015,6,5,128240.3799,28222.90688,156463.2867
2027,2015,6,5,105468.7285,32419.03726,137887.7658
2028,2015,6,5,166263.9367,42068.83431,208332.7711
2029,2015,6,5,167307.9263,27333.01774,194640.944
2030,2015,6,5,163859.5398,40198.99438,204058.5341
2031,2015,6,5,184017.815,39695.20119,223713.0162
2032,2015,6,5,161451.3548,34528.27228,195979.6271
2033,2015,6,5,193517.8152,32645.3369,226163.1521
2034,2015,6,5,157536.8464,31039.67697,188576.5233
2035,2015,6,5,170835.3294,35206.01415,206041.3435
2036,2015,6,5,160627.2516,42130.8046,202758.0562
2037,2015,6,5,130432.3357,31976.50172,162408.8374
2038,2015,6,5,142250.487,32135.69117,174386.1782
2039,2015,6,5,111342.4144,35722.1731,147064.5875
2040,2015,6,5,106395.0525,35231.32262,141626.3751
2041,2015,6,5,141193.0329,26369.65307,167562.686
2042,2015,6,5,169298.1884,39849.02394,209147.2124
2043,2015,6,5,193877.8095,25232.40268,219110.2122
2044,2015,6,5,175040.7689,24440.7533,199481.5222
2045,2015,6,5,131327.5654,25593.78746,156921.3528
2046,2015,6,5,131148.1378,26397.45806,157545.5958
2047,2015,6,5,148593.9585,28815.79382,177409.7523
2048,2015,6,5,132518.6315,30668.98796,163187.6195
2049,2015,6,5,186044.4141,32039.24761,218083.6617
2050,2015,6,5,166559.2443,39700.8318,206260.0761
2051,2015,6,5,107379.1918,25534.36955,132913.5614
2052,2015,6,5,100730.6808,41650.49229,142381.1731
2053,2015,6,5,107827.4057,42907.55077,150734.9565
2054,2015,6,5,172524.7284,30941.20297,203465.9314
2055,2015,6,5,166876.3723,24842.26857,191718.6409
2056,2015,6,5,173280.2685,39531.88478,212812.1533
2057,2015,6,5,196356.2834,31082.42072,227438.7041
2058,2015,6,5,123518.1164,24454.64568,147972.762
2059,2015,6,5,115038.0791,26043.67589,141081.755
2060,2015,6,5,117624.6407,39652.33911,157276.9798
2061,2015,6,5,179737.1624,38000.83885,217738.0013
2062,2015,6,5,174359.8629,33853.59484,208213.4577
2063,2015,6,5,171900.86,39702.69527,211603.5553
2064,2015,6,5,173094.1552,29468.79682,202562.952
2065,2015,6,5,127469.8187,43191.17182,170660.9906
2066,2015,6,5,105526.4888,33925.87869,139452.3675
2067,2015,6,5,135646.2839,40818.4361,176464.72
2068,2015,6,5,143480.0015,39198.37974,182678.3813
2069,2015,6,5,116837.4228,24805.67628,141643.0991
2070,2015,6,5,142380.81,31540.51492,173921.325
2071,2015,6,5,149243.8615,24402.65692,173646.5185
2072,2015,6,5,108076.8052,31557.27734,139634.0825
2073,2015,6,5,193004.1897,39502.46473,232506.6544
2074,2015,6,5,131497.553,25169.32031,156666.8733
2075,2015,6,5,110122.4834,42290.99543,152413.4788
2076,2015,6,5,116424.3135,23842.27178,140266.5853
2077,2015,6,5,190998.5324,34963.97247,225962.5049
2078,2015,6,5,130722.7389,38055.64021,168778.3791
2079,2015,6,5,141117.8007,29126.27607,170244.0768
2080,2015,6,5,149378.6648,26853.35526,176232.0201
2081,2015,6,5,102704.0797,24443.78407,127147.8638
2082,2015,6,5,121727.7868,32147.92673,153875.7135
2083,2015,6,5,149509.8594,31358.23886,180868.0982
2084,2015,6,5,111640.6363,30013.88776,141654.524
2085,2015,6,5,193085.3935,38934.4144,232019.8079
2086,2015,6,5,165987.4406,42756.22961,208743.6702
2087,2015,6,5,159203.4746,23942.09597,183145.5706
2088,2015,6,5,156498.0345,34068.24902,190566.2835
2089,2015,6,5,104426.6709,23648.57652,128075.2474
2090,2015,6,5,116573.3547,33175.91338,149749.2681
2091,2015,6,5,129883.9097,39059.89685,168943.8066
2092,2015,6,5,187913.1127,43321.43586,231234.5486
2093,2015,6,5,139699.8664,30096.10934,169795.9758
2094,2015,6,5,185832.1956,38569.69449,224401.8901
2095,2015,6,5,186647.4759,26963.76277,213611.2387
2096,2015,6,5,194825.6202,34124.48551,228950.1057
2097,2015,6,5,123492.7591,42825.7371,166318.4962
2098,2015,6,5,136674.9854,31769.46525,168444.4507
2099,2015,6,5,119735.8235,40986.15188,160721.9754
2100,2015,6,5,124880.0528,43162.42362,168042.4764
2101,2015,6,5,189841.4744,29776.6394,219618.1138
2102,2015,6,5,155056.4244,35563.4248,190619.8492
2103,2015,6,5,188343.4581,35476.52937,223819.9874
2104,2015,6,5,166099.2739,25552.35349,191651.6274
2105,2015,6,5,131439.4563,43298.26405,174737.7203
2106,2015,6,5,166067.7469,33564.20683,199631.9537
2107,2015,6,5,173474.5102,40724.43671,214198.9469
2108,2015,6,5,157433.3186,38852.04196,196285.3605
2109,2015,6,5,144899.303,38060.96434,182960.2673
2110,2015,6,5,142684.6636,36703.77028,179388.4339
2111,2015,6,5,189350.2947,26656.86334,216007.1581
2112,2015,6,5,125119.3318,41643.35534,166762.6871
2113,2015,6,5,196887.9733,33482.92276,230370.896
2114,2015,6,5,121052.1418,23948.22648,145000.3682
2115,2015,6,5,188621.5106,39955.66778,228577.1784
2116,2015,6,5,191697.5938,27124.68752,218822.2813
2117,2015,6,5,168961.366,28597.36979,197558.7358
2118,2015,6,5,118462.5904,34977.50301,153440.0934
2119,2015,6,5,114638.4935,24010.47772,138648.9712
2120,2015,6,5,158941.916,34542.61435,193484.5303
